City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Port Keats,AU,-14.25,129.55,71.24,24,14,8.37,few clouds
345,Yulara,AU,-25.2406,130.9889,55.78,42,0,8.23,clear sky
346,Porto Velho,BR,-8.7619,-63.9039,66.25,82,0,9.22,clear sky
347,Gland,CH,46.4208,6.2701,83.77,42,25,2.13,scattered clouds
348,Fairbanks,US,64.8378,-147.7164,52.83,72,0,1.01,clear sky
349,Taoudenni,ML,22.6783,-3.9836,106.03,17,6,15.26,clear sky
350,Pindiga,NG,9.9833,10.9333,87.15,50,99,10.27,overcast clouds
351,Acarau,BR,-2.8856,-40.12,77.63,85,43,8.43,scattered clouds
352,Port Hardy,CA,50.6996,-127.4199,50.0,100,100,5.75,overcast clouds
353,Port Blair,IN,11.6667,92.75,84.24,79,75,8.05,broken clouds
354,Santander,ES,43.4647,-3.8044,69.12,83,40,10.0,scattered clouds
355,Dzaoudzi,YT,-12.7887,45.2699,85.89,62,20,12.66,few clouds
356,Guangyuan,CN,32.442,105.823,77.94,74,61,4.52,light rain
357,Ilhabela,BR,-23.7781,-45.3581,63.36,84,100,5.3,overcast clouds
358,Sitka,US,57.0531,-135.33,48.09,87,100,9.22,light rain
359,Thinadhoo,MV,0.5333,72.9333,83.37,74,100,12.03,overcast clouds
360,Majene,ID,-3.5403,118.9707,78.51,87,100,5.03,moderate rain
361,Moa,CU,20.6569,-74.9403,78.31,89,28,6.6,scattered clouds
362,Kainantu,PG,-6.2887,145.8655,60.17,96,72,1.28,broken clouds
363,Hirara,JP,24.8,125.2833,80.87,94,75,10.36,light rain
364,Bilma,NE,18.6853,12.9164,108.73,10,8,11.27,clear sky
365,Tarakan,ID,3.3,117.6333,83.7,79,20,3.44,few clouds
366,Okha,RU,53.5739,142.9478,51.28,81,26,7.45,scattered clouds
367,Lagoa,PT,39.05,-27.9833,61.41,71,3,19.93,clear sky
368,Castanos,MX,26.7833,-101.4167,75.58,70,3,4.61,clear sky
369,Prince Rupert,CA,54.3161,-130.3201,48.29,93,100,17.27,light rain
370,Tubuala,PA,9.5167,-79.0333,77.92,88,100,10.4,overcast clouds
371,Zherdevka,RU,51.8486,41.4606,74.97,59,20,7.72,few clouds
372,Bonavista,CA,48.6499,-53.1147,53.15,78,61,15.9,broken clouds
373,Buluang,PH,13.3068,123.3425,80.28,86,88,3.44,overcast clouds
374,Panaba,MX,21.2833,-88.2667,72.97,98,17,5.7,few clouds
375,Nyurba,RU,63.2842,118.3319,58.86,59,81,5.23,broken clouds
376,Yar-Sale,RU,66.8333,70.8333,63.64,65,100,16.2,overcast clouds
377,Mehamn,NO,71.0357,27.8492,48.11,87,99,27.45,overcast clouds
378,Hokitika,NZ,-42.7167,170.9667,49.08,71,99,24.92,overcast clouds
379,Alice,US,27.7523,-98.0697,80.76,81,100,16.11,overcast clouds
380,Hermiston,US,45.8404,-119.2895,62.82,84,20,4.61,few clouds
381,Flinders,AU,-34.5833,150.8552,54.18,69,52,7.0,broken clouds
382,Celestun,MX,20.8667,-90.4,75.06,88,11,10.67,few clouds
383,Panacan,PH,9.2463,118.4082,82.76,72,35,3.49,scattered clouds
384,Yenagoa,NG,4.9247,6.2642,85.41,66,53,3.87,light rain
385,Camacha,PT,33.0833,-16.3333,67.42,68,40,12.66,scattered clouds
386,Port Lincoln,AU,-34.7333,135.8667,53.46,68,86,4.27,overcast clouds
387,Nishihara,JP,26.1842,127.7558,78.85,97,100,8.05,overcast clouds
388,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,35,0,10.36,clear sky
389,Hami,CN,42.8,93.45,96.82,5,0,5.03,clear sky
390,Cap-Chat,CA,49.1001,-66.6821,59.0,72,15,2.3,few clouds
391,Kichera,RU,55.9375,110.0997,67.71,38,61,2.01,broken clouds
392,Naze,JP,28.3667,129.4833,74.32,90,99,2.59,moderate rain
393,Tadine,NC,-21.55,167.8833,73.0,89,56,5.53,broken clouds
394,Norman Wells,CA,65.282,-126.8329,44.64,93,100,19.57,light rain
395,Vanimo,PG,-2.6741,141.3028,79.27,82,33,6.13,light rain
396,High Point,US,35.9557,-80.0053,71.58,94,100,3.44,overcast clouds
397,High Rock,BS,26.6208,-78.2833,80.62,76,31,13.06,scattered clouds
398,Mozarlandia,BR,-14.7447,-50.5706,69.85,62,93,8.63,light rain
399,Pucallpa,PE,-8.3791,-74.5539,59.77,93,9,2.73,clear sky
400,Shestakovo,RU,56.4915,103.96,78.69,34,85,3.78,overcast clouds
401,Teguldet,RU,57.3064,88.1667,80.47,38,28,10.47,scattered clouds
402,Dattapur,IN,20.7667,78.1667,98.01,33,75,9.98,broken clouds
403,Saint-Francois,FR,46.4154,3.9054,81.84,32,0,4.61,clear sky
404,Lancaster,US,40.2504,-76.2499,62.98,94,100,3.44,mist
405,Saldanha,ZA,-33.0117,17.9442,64.45,68,100,19.33,overcast clouds
406,Zhigansk,RU,66.7697,123.3711,54.34,74,100,4.29,light rain
407,Pafos,CY,34.7667,32.4167,80.38,57,20,14.97,few clouds
408,Monforte De Lemos,ES,42.5216,-7.5142,81.32,56,33,7.52,scattered clouds
409,Salalah,OM,17.0151,54.0924,91.49,75,0,18.41,clear sky
410,Kasempa,ZM,-13.4584,25.8338,77.31,27,1,5.03,clear sky
411,Constitucion,CL,-35.3333,-72.4167,47.84,71,22,3.27,few clouds
412,Palmer,US,42.1584,-72.3287,64.47,88,75,0.0,broken clouds
413,Ivanteyevka,RU,55.9711,37.9208,75.74,38,9,7.49,clear sky
414,Gat,IL,31.61,34.7642,87.4,39,0,15.43,clear sky
415,Tiruchchendur,IN,8.4833,78.1167,95.29,58,82,22.35,broken clouds
416,Dhidhdhoo,MV,6.8833,73.1,82.04,78,100,13.73,overcast clouds
417,Puerto Palomas,MX,31.7667,-107.6167,82.72,25,96,13.87,overcast clouds
418,Banjar,ID,-8.19,114.9675,78.66,90,93,3.02,overcast clouds
419,San Quintin,MX,30.4833,-115.95,63.23,91,22,7.61,few clouds
420,Sembe,CG,1.6481,14.5806,88.75,46,79,3.4,broken clouds
421,Newport,GB,51.5877,-2.9984,66.92,62,35,14.72,scattered clouds
422,Chapais,CA,49.7834,-74.8492,55.18,84,85,7.72,overcast clouds
423,Shebunino,RU,46.4339,141.8603,47.98,94,56,6.91,broken clouds
424,Manaure,CO,11.7751,-72.4445,82.47,75,97,17.4,overcast clouds
425,Paita,PE,-5.0892,-81.1144,62.76,87,85,12.33,overcast clouds
426,Borovoy,RU,55.4333,86.0833,81.68,34,0,11.18,clear sky
427,Porecatu,BR,-22.7558,-51.3792,52.14,52,100,2.82,overcast clouds
428,Camopi,GF,3.1655,-52.3158,74.43,96,77,1.28,broken clouds
429,Plainview,US,40.7765,-73.4673,68.52,76,100,6.91,overcast clouds
430,Floresti,MD,47.8933,28.3014,76.33,60,25,9.84,scattered clouds
431,Shwebo,MM,22.5667,95.7,91.65,47,98,13.35,overcast clouds
432,Tilichiki,RU,60.4667,166.1,36.52,88,25,4.23,scattered clouds
433,Yei,SS,4.095,30.6779,89.49,37,19,6.29,few clouds
434,Kandrian,PG,-6.2167,149.55,77.0,89,70,6.78,light rain
435,Verkhnyaya Inta,RU,65.9811,60.3094,47.68,58,100,0.49,overcast clouds
436,Duobao,CN,30.67,112.6895,68.25,93,100,2.91,overcast clouds
437,Maracas,BR,-13.4411,-40.4308,71.76,63,90,3.22,overcast clouds
438,Alappuzha,IN,9.49,76.3264,80.49,78,87,8.9,overcast clouds
439,Fochville,ZA,-26.4886,27.4939,64.33,22,22,5.46,few clouds
440,Xuddur,SO,4.1213,43.8894,85.03,47,76,20.76,broken clouds
441,Cumaru,BR,-8.0061,-35.6972,75.56,80,9,1.45,clear sky
442,Zhangye,CN,38.9342,100.4517,78.96,6,2,8.77,clear sky
443,Penzance,GB,50.1186,-5.5371,61.48,71,59,13.94,broken clouds
444,Morondava,MG,-20.2833,44.2833,80.4,56,0,11.41,clear sky
445,Tehachapi,US,35.1322,-118.449,72.66,51,1,11.01,clear sky
446,Pundaguitan,PH,6.3711,126.1689,84.36,73,81,13.58,broken clouds
447,Catamarca,AR,-28.4696,-65.7852,48.78,68,0,1.99,clear sky
448,Saint-Joseph,RE,-21.3667,55.6167,75.58,78,32,15.64,light rain
449,Castle Rock,US,39.3722,-104.8561,70.25,39,40,5.01,scattered clouds
450,Pemangkat,ID,1.1667,108.9667,80.91,78,100,5.28,overcast clouds
451,Marion,US,39.7684,-86.1555,67.55,95,0,0.0,mist
452,Havelock,US,34.8791,-76.9013,80.58,94,19,1.72,few clouds
453,Ludwigslust,DE,53.3167,11.5,77.83,33,49,9.89,scattered clouds
454,Rio Grande,BR,-32.035,-52.0986,46.94,71,3,18.14,clear sky
455,Merauke,ID,-8.4667,140.3333,78.48,87,100,15.88,overcast clouds
456,Riachao,BR,-7.3619,-46.6172,80.08,63,76,4.76,broken clouds
457,Bangassou,CF,4.7413,22.8184,91.2,45,97,0.56,overcast clouds
458,Camacari,BR,-12.6975,-38.3242,82.17,75,55,3.69,broken clouds
459,Lakes Entrance,AU,-37.8811,147.981,49.8,74,100,14.83,overcast clouds
460,Biloela,AU,-24.4167,150.5,48.94,61,100,5.99,overcast clouds
461,Rio Gallegos,AR,-51.6226,-69.2181,39.25,75,40,2.3,scattered clouds
462,Necochea,AR,-38.5473,-58.7368,42.67,52,2,7.16,clear sky
463,Palu,ID,-0.8917,119.8707,76.69,95,90,1.28,overcast clouds
464,Araripina,BR,-7.5761,-40.4983,68.41,96,100,4.92,overcast clouds
465,Anadyr,RU,64.75,177.4833,37.9,69,0,6.71,clear sky
466,Riviere-Au-Renard,CA,48.9957,-64.3971,59.29,77,20,8.63,few clouds
467,Kununurra,AU,-15.7667,128.7333,62.58,55,2,1.14,clear sky
468,Voi,KE,-3.3945,38.563,82.87,42,65,14.79,broken clouds
469,Sibu,MY,2.3,111.8167,77.31,94,40,0.0,scattered clouds
470,Alegrete,BR,-29.7831,-55.7919,42.13,63,0,4.25,clear sky
471,Serra Talhada,BR,-7.9919,-38.2983,71.58,89,97,1.99,overcast clouds
472,Tulun,RU,54.5611,100.5792,73.69,50,93,5.39,overcast clouds
473,Terrace,CA,54.5163,-128.6035,48.11,93,75,12.66,broken clouds
474,Tabas,IR,33.5959,56.9244,101.26,11,0,7.74,clear sky
475,Winsum,NL,53.33,6.5208,71.62,63,44,16.62,scattered clouds
476,Coihaique,CL,-45.5752,-72.0662,30.81,93,0,3.44,clear sky
477,Allen,US,41.0706,-85.0144,65.55,95,75,3.44,mist
478,Bathsheba,BB,13.2167,-59.5167,83.01,74,20,21.85,few clouds
479,Bloomington,US,44.8408,-93.2983,64.06,86,100,11.5,overcast clouds
480,Ashtabula,US,41.7001,-80.7665,64.71,91,100,5.75,overcast clouds
481,Kishapu,TZ,-3.6167,33.8667,83.64,34,9,6.17,clear sky
482,Poya,NC,-21.35,165.15,71.26,87,97,3.44,overcast clouds
483,Xai-Xai,MZ,-25.0519,33.6442,75.88,45,0,3.78,clear sky
484,Bereda,ES,43.2686,-7.5406,68.41,91,100,8.01,overcast clouds
485,Alamogordo,US,32.8995,-105.9603,78.44,33,0,4.61,clear sky
486,Igarka,RU,67.4667,86.5833,73.08,40,95,15.5,overcast clouds
487,Skovorodino,RU,53.9833,123.9167,68.04,49,99,3.09,overcast clouds
488,Arrifes,PT,37.7667,-25.7,63.23,72,20,18.41,few clouds
489,Caravelas,BR,-17.7125,-39.2481,76.73,78,100,4.41,overcast clouds
490,Atherton,GB,53.5237,-2.4935,64.74,58,49,8.99,scattered clouds
491,Giarmata,RO,45.8383,21.3108,82.35,45,0,13.0,clear sky
492,Olga,RU,43.7444,135.2892,47.75,92,15,2.08,few clouds
493,Vestmanna,FO,62.1564,-7.1664,50.92,87,100,19.57,light rain
494,Fayaoue,NC,-20.65,166.5333,76.24,83,77,8.79,broken clouds
495,Nsanje,MW,-16.92,35.262,79.02,46,39,5.93,scattered clouds
496,Eenhana,NA,-17.4667,16.3333,79.43,22,0,7.49,clear sky
497,Bolzano,IT,46.4927,11.3336,89.98,36,0,4.0,clear sky
498,Rezh,RU,57.37,61.4043,52.18,87,100,9.86,overcast clouds
499,Grand-Lahou,CI,5.1367,-5.0242,82.2,71,89,8.72,light rain
500,Mhlambanyatsi,SZ,-26.45,31.0167,67.19,14,1,3.0,clear sky
501,Arawa,PG,-6.2132,155.5367,76.03,88,23,3.42,few clouds
502,Storforshei,NO,66.4043,14.5233,63.77,48,0,10.36,clear sky
503,Fort-Shevchenko,KZ,44.5086,50.263,78.13,39,0,7.31,clear sky
504,Bahir Dar,ET,11.5936,37.3908,83.08,30,45,0.67,scattered clouds
505,Scarborough,GB,54.2797,-0.4044,64.78,57,64,7.0,broken clouds
506,Tipitapa,NI,12.1973,-86.0971,73.42,94,40,4.61,scattered clouds
507,Wasilla,US,61.5814,-149.4394,49.78,87,0,5.75,clear sky
508,Astoria,US,46.1879,-123.8313,53.49,90,100,9.22,overcast clouds
509,Nkayi,CG,-4.1841,13.2884,92.79,38,1,2.19,clear sky
510,Aksu,CN,41.1231,80.2644,96.3,7,73,11.27,broken clouds
511,Lorengau,PG,-2.0226,147.2712,82.08,74,88,9.89,overcast clouds
512,Nieuw Amsterdam,SR,5.8833,-55.0833,79.14,90,20,0.0,few clouds
513,Sines,PT,37.9562,-8.8698,79.81,55,0,10.45,clear sky
514,Trat,TH,12.5,102.5,88.92,85,99,5.14,overcast clouds
515,Opuwo,NA,-18.0607,13.84,78.03,24,0,12.35,clear sky
516,Asau,RO,46.4333,26.4,74.95,64,64,11.88,broken clouds
517,Plettenberg Bay,ZA,-34.0527,23.3716,78.58,26,93,16.8,overcast clouds
518,Ajdabiya,LY,30.7554,20.2263,81.93,47,0,20.15,clear sky
519,Qasigiannguit,GL,68.8193,-51.1922,35.85,82,33,6.35,scattered clouds
520,Belmonte,BR,-15.8631,-38.8828,77.49,73,94,1.52,overcast clouds
521,Maragheh,IR,37.3917,46.2398,86.27,25,20,0.0,few clouds
522,Pryazha,RU,61.6926,33.6216,67.24,57,89,9.86,overcast clouds
523,Santa Rosa,PH,14.3122,121.1114,85.08,79,91,6.55,overcast clouds
524,Nome,US,64.5011,-165.4064,37.47,70,100,6.91,overcast clouds
525,Xiuyan,CN,40.2928,123.2744,63.72,88,100,3.94,moderate rain
526,Itoman,JP,26.1247,127.6694,79.57,96,75,8.05,broken clouds
527,Atbasar,KZ,51.8,68.3333,78.53,30,64,15.46,broken clouds
528,Cabo San Lucas,MX,22.8909,-109.9124,79.9,71,6,12.03,clear sky
529,Srednekolymsk,RU,67.45,153.6833,57.97,35,59,7.45,broken clouds
530,Yakeshi,CN,49.2833,120.7333,55.31,93,97,4.99,moderate rain
531,Taos,US,36.4072,-105.5731,62.46,38,0,4.0,clear sky
532,Sangar,RU,63.9242,127.4739,52.12,98,99,4.18,moderate rain
533,Shingu,JP,33.7333,135.9833,65.35,75,52,6.11,broken clouds
534,Meulaboh,ID,4.1363,96.1285,76.66,87,100,4.72,overcast clouds
535,Laguna,US,38.421,-121.4238,70.45,81,0,8.05,clear sky
536,Waipawa,NZ,-41.4122,175.5153,49.41,87,78,15.05,light rain
537,Carmo Do Paranaiba,BR,-19.0008,-46.3161,59.76,90,100,4.83,overcast clouds
538,Sovetskaya,RU,44.7769,41.1722,81.18,42,98,16.55,overcast clouds
539,San Patricio,US,28.017,-97.5169,82.29,95,86,7.83,overcast clouds
540,Orumiyeh,IR,37.5527,45.0761,83.75,32,40,9.22,light rain
541,Porto Walter,BR,-8.2686,-72.7439,64.24,87,15,3.29,few clouds
542,Udankudi,IN,8.4333,78.0167,95.18,52,86,20.29,overcast clouds
543,Mollendo,PE,-17.0231,-72.0147,60.26,80,67,7.18,broken clouds
544,San Miguel,SV,13.4833,-88.1833,71.69,96,82,1.9,broken clouds
545,Radcliff,US,37.8404,-85.9491,72.64,85,100,4.61,overcast clouds
546,Rosarito,MX,32.3333,-117.0333,64.47,81,0,6.24,clear sky
547,Vaitape,PF,-16.5167,-151.75,79.36,77,23,17.69,light rain
548,Paamiut,GL,61.994,-49.6678,38.12,94,100,5.23,light rain
549,Sept-Iles,CA,50.2001,-66.3821,57.72,78,75,5.75,broken clouds
550,Vila Do Maio,CV,15.1333,-23.2167,81.39,86,45,12.66,scattered clouds
551,Njombe,TZ,-9.3333,34.7667,58.24,72,89,7.52,overcast clouds
552,Zharkent,KZ,44.1628,80.0,95.07,19,8,7.18,clear sky
553,Ryotsu,JP,38.0833,138.4333,60.12,84,7,4.63,clear sky
554,West Wendover,US,40.7391,-114.0733,74.41,25,0,6.91,clear sky
555,Conde,BR,-7.2597,-34.9075,78.26,83,0,4.61,clear sky
556,Pimentel,PE,-6.8367,-79.9342,61.09,88,100,12.66,mist
557,Ketchikan,US,55.3422,-131.6461,48.67,93,100,5.75,overcast clouds
558,Blagoyevo,RU,63.3667,47.9167,66.81,27,11,6.2,few clouds
559,Suffern,US,41.1148,-74.1496,67.08,91,98,4.54,overcast clouds
560,Aboso,GH,5.3617,-1.9473,84.9,61,100,2.73,overcast clouds
561,Buchanan,LR,5.8808,-10.0467,81.84,76,95,7.74,light rain
562,Nicoya,CR,10.1483,-85.452,72.86,94,100,2.48,overcast clouds
563,Morbach,DE,49.8167,7.1167,77.86,49,20,12.66,few clouds
564,La Solana,ES,38.9442,-3.2381,91.6,13,41,2.26,scattered clouds
565,Vallenar,CL,-28.5708,-70.7581,55.17,43,9,1.68,clear sky
566,Ambilobe,MG,-13.2,49.05,87.98,36,13,1.5,few clouds
567,Andenes,NO,69.3143,16.1194,48.18,81,75,9.22,broken clouds
568,Asyut,EG,27.181,31.1837,102.38,14,0,16.42,clear sky
569,Arman,RU,59.7,150.1667,46.02,93,69,0.81,moderate rain
570,Phan Thiet,VN,10.9333,108.1,80.6,84,89,4.38,overcast clouds
571,Salto,UY,-31.3833,-57.9667,33.96,100,0,3.44,clear sky
572,Gambela,ET,8.25,34.5833,92.88,39,85,4.45,overcast clouds
573,Ouricuri,BR,-7.8825,-40.0817,72.3,86,98,3.78,light rain
574,Jiuquan,CN,39.7432,98.5174,81.37,6,0,10.13,clear sky
575,Petropavlovskoye,RU,52.0712,84.107,80.47,60,76,4.0,broken clouds
576,Littleton,US,39.6133,-105.0166,72.54,41,40,3.44,scattered clouds
577,Guaraniacu,BR,-25.1008,-52.8781,39.74,60,0,4.9,clear sky
578,Noyabrsk,RU,63.1994,75.4507,69.49,56,100,4.09,light rain
579,Gwadar,PK,25.1216,62.3254,85.17,79,13,14.79,few clouds
580,Fare,PF,-16.7,-151.0167,79.18,77,9,20.67,light rain
581,Mandurah,AU,-32.55,115.7,60.91,54,99,32.01,light rain
582,Klyuchi,RU,52.2667,79.1667,84.6,24,83,10.04,broken clouds
583,Stornoway,GB,58.2093,-6.3865,55.92,67,20,14.97,few clouds
584,Durban,ZA,-29.8579,31.0292,77.92,59,63,1.99,broken clouds
585,Tessalit,ML,20.1986,1.0114,96.98,20,99,20.96,overcast clouds
586,Coolum Beach,AU,-26.5333,153.1,57.11,60,100,7.18,overcast clouds
587,Bani,DO,18.2833,-70.3333,80.85,76,89,9.73,overcast clouds
588,Primorsk,UA,46.7348,36.3443,84.24,41,8,13.78,clear sky
589,Sal Rei,CV,16.1833,-22.9167,77.2,73,75,23.02,broken clouds
590,Honiara,SB,-9.4333,159.95,76.55,84,28,4.79,scattered clouds
591,Insar,RU,53.8653,44.3738,66.02,55,4,10.96,clear sky
592,Samana,DO,19.2056,-69.3369,73.36,88,93,3.15,overcast clouds
593,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,79.56,71,91,3.15,overcast clouds
594,Baiyin,CN,36.5583,104.2081,75.45,8,85,12.35,overcast clouds
595,Kozhva,RU,65.1073,57.0459,61.32,27,24,15.17,few clouds
596,Roche-La-Moliere,FR,45.4341,4.3228,86.11,25,0,3.44,clear sky
597,College,US,64.8569,-147.8028,51.91,72,75,0.0,broken clouds
598,Nakamura,JP,32.9833,132.9333,66.83,86,100,3.53,overcast clouds
599,Tateyama,JP,34.9833,139.8667,67.1,83,45,4.63,scattered clouds
600,Namatanai,PG,-3.6667,152.4333,80.01,79,66,8.28,light rain
601,Sao Joao Da Barra,BR,-21.6403,-41.0511,66.29,91,100,3.6,overcast clouds
602,Bourail,NC,-21.5667,165.4833,70.12,88,95,2.37,overcast clouds
603,Bansud,PH,12.865,121.4564,80.87,81,76,2.46,broken clouds
604,Timberlake,US,37.3207,-79.2575,69.76,94,100,0.0,overcast clouds
605,Lynn Haven,US,30.2455,-85.6483,78.06,93,47,1.83,scattered clouds
606,Sheridan,US,44.8333,-106.9173,55.31,79,0,5.75,clear sky
607,Teahupoo,PF,-17.8333,-149.2667,69.76,77,86,21.59,overcast clouds
608,Tashtyp,RU,52.7939,89.8983,66.85,84,96,7.27,light rain
609,Puerto Carreno,CO,6.189,-67.4859,74.23,93,100,7.31,overcast clouds
610,Kletskaya,RU,49.3145,43.0584,82.67,39,20,12.93,few clouds
611,Harper,LR,4.375,-7.7169,81.7,72,88,9.24,light rain
612,Alenquer,BR,-1.9417,-54.7383,75.02,92,54,3.0,broken clouds
613,Montes Claros,BR,-16.735,-43.8617,64.18,72,0,0.0,clear sky
614,Whitehorse,CA,60.7161,-135.0538,44.02,94,75,10.36,broken clouds
615,Narsaq,GL,60.9167,-46.05,53.82,88,100,12.33,moderate rain
616,Bosaso,SO,11.2842,49.1816,96.87,42,22,12.01,few clouds
617,Mercedes,AR,-34.6515,-59.4307,39.85,52,0,2.48,clear sky
618,Anito,PH,12.4497,125.2886,80.22,82,100,7.83,overcast clouds
619,Rock Springs,US,41.5875,-109.2029,58.44,35,0,10.36,clear sky
620,Bhimunipatnam,IN,17.8833,83.4333,90.91,68,93,11.5,overcast clouds
621,Ortigueira,BR,-24.2083,-50.9494,46.49,54,91,2.3,overcast clouds
622,Menongue,AO,-14.6585,17.691,77.47,22,1,4.76,clear sky
623,Sibi,PK,29.5448,67.8764,109.72,15,21,8.57,few clouds
624,Novo Aripuana,BR,-5.1206,-60.3797,74.62,82,99,2.62,overcast clouds
625,Kontagora,NG,10.3999,5.4695,92.98,41,71,3.83,broken clouds
626,Fleetwood,GB,53.9253,-3.0109,62.85,67,20,25.32,few clouds
627,Kalmunai,LK,7.4167,81.8167,85.23,70,100,11.54,overcast clouds
628,Kazachinskoye,RU,57.6953,93.2761,71.19,78,95,11.68,light rain
629,Dalvik,IS,65.9702,-18.5286,44.53,97,100,6.33,overcast clouds
630,Chumikan,RU,54.7183,135.315,37.67,99,71,4.65,broken clouds
631,Mount Gambier,AU,-37.8333,140.7667,46.31,100,100,4.61,mist
632,Boundiali,CI,9.5217,-6.4869,84.99,56,89,6.4,overcast clouds
633,Sinnamary,GF,5.3833,-52.95,79.45,83,98,6.49,light rain
634,Mungwi,ZM,-10.1732,31.3694,76.69,32,1,5.46,clear sky
635,Sorland,NO,67.667,12.6934,51.66,86,93,12.28,light rain
636,Poltavka,RU,54.3663,71.7632,74.14,41,78,16.67,broken clouds
637,Mnogovershinnyy,RU,53.9353,139.9242,55.96,56,49,4.03,scattered clouds
638,Saint-Augustin,CA,51.226,-58.6502,55.45,59,60,11.07,broken clouds
639,Rapid Valley,US,44.0625,-103.1463,62.46,91,0,8.01,clear sky
640,Gamba,GA,-2.65,10.0,81.9,70,38,10.49,scattered clouds
641,Kenai,US,60.5544,-151.2583,47.08,81,0,3.44,clear sky
642,Maceio,BR,-9.6658,-35.7353,76.44,88,0,5.75,clear sky
643,Haverfordwest,GB,51.8017,-4.9691,62.19,67,3,4.0,clear sky
644,Mtwara,TZ,-10.2667,40.1833,84.47,47,2,13.42,clear sky
645,Kutum,SD,14.2,24.6667,95.45,21,48,17.9,scattered clouds
646,San Ramon,US,37.7799,-121.978,67.41,89,0,6.91,clear sky
647,Farafangana,MG,-22.8167,47.8333,71.53,69,68,8.16,broken clouds
648,Punta Alta,AR,-38.8759,-62.0736,48.63,60,100,9.73,overcast clouds
649,Samarai,PG,-10.6167,150.6667,80.55,82,76,10.04,broken clouds
650,Canete,CL,-37.8,-73.4,41.88,72,34,4.32,scattered clouds
651,Salym,RU,60.0625,71.4789,61.72,82,99,6.08,light rain
652,Tartus,SY,34.889,35.8866,77.65,66,1,16.67,clear sky
653,Port Hawkesbury,CA,45.6169,-61.3485,66.88,77,0,6.91,clear sky
654,Tocopilla,CL,-22.092,-70.1979,61.66,64,4,7.81,clear sky
655,Plotnikovo,RU,55.0247,85.9436,80.94,64,68,10.38,broken clouds
656,Akdepe,TM,42.0551,59.3788,89.69,17,32,3.71,scattered clouds
657,Chifeng,CN,42.2683,118.9636,67.64,64,59,7.38,light rain
658,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.81,86,62,1.07,light rain
659,Malanje,AO,-9.5402,16.341,85.08,19,4,1.7,clear sky
660,Coahuayana,MX,18.7333,-103.6833,77.5,88,53,2.59,broken clouds
661,Piacabucu,BR,-10.4056,-36.4344,76.62,86,92,3.22,overcast clouds
662,Kharitonovo,RU,61.4009,47.4978,66.52,29,7,7.27,clear sky
663,Flin Flon,CA,54.7682,-101.865,49.84,93,20,0.0,few clouds
664,Kannur,IN,11.8675,75.3576,80.46,76,96,4.27,light rain
665,Kruisfontein,ZA,-34.0033,24.7314,74.88,19,100,25.39,overcast clouds
666,Beyneu,KZ,45.3167,55.2,90.64,18,1,8.93,clear sky
667,Vengurla,IN,15.8667,73.6333,79.45,81,100,9.69,overcast clouds
668,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.07,77,24,2.28,few clouds
669,Nizhniy Kuranakh,RU,58.8353,125.4869,55.89,84,100,3.27,overcast clouds
670,Guozhen,CN,34.3659,107.359,78.57,50,35,4.18,scattered clouds
671,Mwinilunga,ZM,-11.7358,24.4293,79.88,25,2,4.29,clear sky
672,Nykoping,SE,58.753,17.0079,66.49,45,40,17.27,light rain
673,Lima,PE,-12.0432,-77.0282,59.9,89,100,5.75,overcast clouds
674,Singkawang,ID,0.9,109.0,78.78,86,100,2.75,light rain
675,Luganville,VU,-15.5333,167.1667,77.7,88,20,5.01,few clouds
676,Carutapera,BR,-1.195,-46.02,82.9,72,61,6.38,broken clouds
677,Muscat,OM,23.6139,58.5922,91.42,71,11,8.19,few clouds
678,Auki,SB,-8.7676,160.7034,75.67,79,53,4.59,broken clouds
679,Inta,RU,66.0317,60.1659,48.97,56,100,2.13,overcast clouds
680,Henties Bay,NA,-22.116,14.2845,69.8,54,0,6.13,clear sky
681,La Crosse,US,43.8014,-91.2396,64.33,94,100,5.01,overcast clouds
682,Kishi,NG,9.0833,3.85,89.13,47,62,5.21,broken clouds
683,Abrau-Dyurso,RU,44.69,37.59,87.26,45,99,7.61,overcast clouds
684,Pinczow,PL,50.5205,20.5265,78.62,48,11,3.6,few clouds
685,Oranjemund,NA,-28.55,16.4333,69.01,48,71,15.28,broken clouds
686,Sayat,TM,38.7839,63.8803,89.47,22,12,9.75,few clouds
687,Hattem,NL,52.475,6.0639,72.16,56,83,1.99,broken clouds
688,Cap Malheureux,MU,-19.9842,57.6142,70.47,88,93,8.99,moderate rain
689,Coruripe,BR,-10.1256,-36.1756,76.71,83,63,2.8,broken clouds
690,Loukhi,RU,66.0764,33.0381,71.37,38,62,11.39,broken clouds
691,Medvedka,RU,61.1629,46.387,66.2,31,19,7.07,few clouds
692,Praia,CV,14.9215,-23.5087,81.14,57,20,12.66,few clouds
693,Gumdag,TM,39.2061,54.5906,91.69,22,0,4.36,clear sky
694,Sokoto,NG,13.0609,5.239,95.34,34,57,7.58,broken clouds
695,Fruitville,US,27.3298,-82.4576,82.35,73,20,12.66,few clouds
